Bulan_Tahun,Prediksi_Curah_Hujan
2026-02-01,10.686936266701647
2026-03-01,10.68265378971062
2026-04-01,10.678371312719594
2026-05-01,10.674088835728568
2026-06-01,10.669806358737542
2026-07-01,10.665523881746516
2026-08-01,10.66124140475549
2026-09-01,10.656958927764464
2026-10-01,10.652676450773436
2026-11-01,10.64839397378241
2026-12-01,10.644111496791384
2027-01-01,10.639829019800358
