Bulan_Tahun,Kategori_Prediksi,Prediksi_Curah_Hujan
2026-02-01,Rendah,17.731666666666666
2026-03-01,Rendah,17.731666666666666
2026-04-01,Rendah,17.731666666666666
2026-05-01,Rendah,17.731666666666666
2026-06-01,Rendah,17.731666666666666
2026-07-01,Rendah,17.731666666666666
2026-08-01,Rendah,17.731666666666666
2026-09-01,Rendah,17.731666666666666
2026-10-01,Rendah,17.731666666666666
2026-11-01,Rendah,17.731666666666666
2026-12-01,Rendah,17.731666666666666
2027-01-01,Rendah,17.731666666666666
